dataset,text,true_label,prediction,latency,is_valid,status
,part low rent godfather . ,negative,,0.00972437858581543,False,error: model 'phi3:latest' not found (status code: 404)
,the heavy-handed film is almost laughable as a consequence . ,negative,,0.010295629501342773,False,error: model 'phi3:latest' not found (status code: 404)
,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",negative,,0.0108795166015625,False,error: model 'phi3:latest' not found (status code: 404)
,manages to be both repulsively sadistic and mundane . ,negative,,0.007567644119262695,False,error: model 'phi3:latest' not found (status code: 404)
,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",negative,,0.00703120231628418,False,error: model 'phi3:latest' not found (status code: 404)
,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",negative,,0.0072362422943115234,False,error: model 'phi3:latest' not found (status code: 404)
,and that leaves a hole in the center of the salton sea . ,negative,,0.00697016716003418,False,error: model 'phi3:latest' not found (status code: 404)
,that 's pure pr hype . ,negative,,0.00958871841430664,False,error: model 'phi3:latest' not found (status code: 404)
,... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,negative,,0.011080265045166016,False,error: model 'phi3:latest' not found (status code: 404)
,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ",negative,,0.00839853286743164,False,error: model 'phi3:latest' not found (status code: 404)
,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",negative,,0.01037740707397461,False,error: model 'phi3:latest' not found (status code: 404)
,the character of zigzag is not sufficiently developed to support a film constructed around him . ,negative,,0.007016658782958984,False,error: model 'phi3:latest' not found (status code: 404)
,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",negative,,0.00540924072265625,False,error: model 'phi3:latest' not found (status code: 404)
,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",negative,,0.009930610656738281,False,error: model 'phi3:latest' not found (status code: 404)
,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,negative,,0.007598161697387695,False,error: model 'phi3:latest' not found (status code: 404)
,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",negative,,0.007094860076904297,False,error: model 'phi3:latest' not found (status code: 404)
,they should have called it gutterball . ,negative,,0.006717205047607422,False,error: model 'phi3:latest' not found (status code: 404)
,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,negative,,0.005456209182739258,False,error: model 'phi3:latest' not found (status code: 404)
,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",negative,,0.004913806915283203,False,error: model 'phi3:latest' not found (status code: 404)
,it 's a buggy drag . ,negative,,0.007001161575317383,False,error: model 'phi3:latest' not found (status code: 404)
,makes for a pretty unpleasant viewing experience . ,negative,,0.008748054504394531,False,error: model 'phi3:latest' not found (status code: 404)
,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",negative,,0.007637977600097656,False,error: model 'phi3:latest' not found (status code: 404)
,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",negative,,0.0059282779693603516,False,error: model 'phi3:latest' not found (status code: 404)
,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,negative,,0.005970954895019531,False,error: model 'phi3:latest' not found (status code: 404)
,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,negative,,0.006509304046630859,False,error: model 'phi3:latest' not found (status code: 404)
,"outer-space buffs might love this film , but others will find its pleasures intermittent . ",negative,,0.006505250930786133,False,error: model 'phi3:latest' not found (status code: 404)
